sample_id,shape_type,nx,ny,tau,rho0,uMax,uMean,maxSteps,coutInterval,characteristic_length,reynolds,anchor_x,anchor_y,radius,rect_x1,rect_y1,rect_x2,rect_y2,rect_width,rect_height,ellipse_rx,ellipse_ry,chord,bbox_min_x,bbox_max_x,bbox_min_y,bbox_max_y,solid_cells,solid_fraction,fx,fy,avgFx,avgFy,Cd,Cl,status,elapsed_ms
135,circle,300,80,0.59342,1,0.074765,0.0498434,5000,1000,14,22.4088,207,36,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,200,214,29,43,36,0.0015,0.0807725,-0.00149541,0.0761547,-0.00120509,4.37909,-0.0692959,ok,103457
136,circle,300,80,0.850577,1,0.0486874,0.0324582,5000,1000,14,3.88858,159,34,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,166,27,41,36,0.0015,0.0916588,0.00694298,0.0924804,0.00699043,12.5401,0.947886,ok,104370
137,circle,300,80,0.677446,1,0.0923426,0.0615618,5000,1000,18,18.7343,258,27,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,249,267,18,36,48,0.002,0.159912,0.00352034,0.165569,0.00543451,4.85415,0.159329,ok,103203
138,circle,300,80,0.602852,1,0.0503625,0.033575,5000,1000,14,13.7105,180,44,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,173,187,37,51,36,0.0015,0.044234,0.00048462,0.043465,0.000275147,5.50821,0.0348687,ok,104373
139,circle,300,80,0.685478,1,0.0644864,0.0429909,5000,1000,24,16.6885,210,34,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,222,22,46,64,0.00266667,0.150731,0.00672242,0.150144,0.00581507,6.76977,0.262192,ok,104162
140,circle,300,80,0.878411,1,0.0572789,0.038186,5000,1000,14,4.23828,67,39,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,74,32,46,36,0.0015,0.123456,0.000210318,0.124256,0.000205705,12.1734,0.020153,ok,104572
141,circle,300,80,0.954079,1,0.099153,0.066102,5000,1000,28,12.2282,228,24,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,214,242,10,38,76,0.00316667,0.567715,0.242574,0.578894,0.249159,9.46328,4.07304,ok,105095
142,circle,300,80,0.713634,1,0.0962053,0.0641369,5000,1000,12,10.8079,118,19,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,124,13,25,32,0.00133333,0.107289,0.0191076,0.10875,0.0194387,4.40617,0.787592,ok,104523
143,circle,300,80,0.65339,1,0.0771641,0.0514427,5000,1000,26,26.159,88,56,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,101,43,69,68,0.00283333,0.203486,-0.0672729,0.19479,-0.0623043,5.66207,-1.81103,ok,104322
144,circle,300,80,0.656267,1,0.0449076,0.0299384,5000,1000,26,14.9436,79,42,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,92,29,55,68,0.00283333,0.100753,-0.00452907,0.0978989,-0.00351409,8.40191,-0.301588,ok,104454
145,circle,300,80,0.867593,1,0.0801611,0.0534407,5000,1000,28,12.2119,244,28,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,230,258,14,42,76,0.00316667,0.402736,0.128684,0.41205,0.130825,10.3057,3.27205,ok,104756
146,circle,300,80,0.810956,1,0.060232,0.0401547,5000,1000,20,7.74798,190,41,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,180,200,31,51,52,0.00216667,0.162159,-0.00311723,0.159926,-0.00312359,9.9185,-0.193723,ok,105363
147,circle,300,80,0.741595,1,0.0916744,0.0611162,5000,1000,20,15.1782,93,46,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,103,36,56,52,0.00216667,0.23892,-0.00797208,0.240158,-0.00672039,6.42961,-0.179921,ok,103718
148,circle,300,80,0.851868,1,0.0420882,0.0280588,5000,1000,28,6.69836,85,48,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,99,34,62,76,0.00316667,0.1855,-0.048987,0.17956,-0.0489503,16.2908,-4.44108,ok,105267
149,circle,300,80,0.912922,1,0.0592939,0.0395292,5000,1000,22,6.31822,129,48,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,140,37,59,56,0.00233333,0.207433,-0.0407495,0.210451,-0.0413572,12.2439,-2.40614,ok,105702
150,circle,300,80,0.65569,1,0.0781439,0.052096,5000,1000,26,26.0999,183,42,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,196,29,55,68,0.00283333,0.216717,-0.00131779,0.20561,-0.000975525,5.82764,-0.0276495,ok,104094
